1_5_Adults,19567
1_6_Adults,13839
1_8_Adults,33746
2_5_Adults,48208
2_6_Adults,16901
2_8_Adults,27224
3_5_Adults,16788
3_6_Adults,48577
3_8_Adults,37177
4_5_Adults,11759
4_6_Adults,24690
4_8_Adults,35825
5_5_Adults,13045
5_6_Adults,16334
5_8_Adults,44068
6_5_Adults,11740
6_6_Adults,40070
6_8_Adults,31335
7_5_Adults,24369
7_6_Adults,28944
7_8_Adults,27034
8_5_Adults,16901
8_6_Adults,18905
8_8_Adults,26165
9_5_Adults,9755
9_6_Adults,19964
9_8__Adults,25636
10_5_Adults,10918
10_6_Adults,42452
10_8_Adults,28103
1_5_Eggs,1859
1_6_Eggs,8829
1_8_Eggs,17503
2_5_Eggs,21995
2_6_Eggs,1549
2_8_Eggs,9603
3_5_Eggs,16728
3_6_Eggs,21995
3_8_Eggs,13398
4_5_Eggs,15541
4_6_Eggs,15334
4_8_Eggs,19568
5_5_Eggs,9139
5_6_Eggs,14250
5_8_Eggs,22769
6_5_Eggs,25557
6_6_Eggs,26099
6_8_Eggs,20756
7_5_Eggs,10688
7_6_Eggs,22511
7_8_Eggs,18690
8_5_Eggs,17709
8_6_Eggs,17141
8_8_Eggs,11927
9_5_Eggs,14250
9_6_Eggs,17658
9_8__Eggs,18277
10_5_Eggs,21762
10_6_Eggs,14792
10_8_Eggs,10610
