"","x"
"3973",-1713.70843603229
"3974",-1713.70843603229
"3975",-1713.70843603229
"3976",-1713.70843603229
"3977",-1713.70843603229
"3978",-1713.70843603229
"3979",-1713.70843603229
"3980",-1713.70843603229
"3981",-1713.70843603229
"3982",-1713.70843603229
"3983",-1713.61748007079
"3984",-1713.62728649961
"3985",-1713.62728649961
"3986",-1713.62728649961
"3987",-1715.74770912383
"3988",-1715.74770912383
"3989",-1715.16585257898
"3990",-1714.42760970864
"3991",-1714.42760970864
"3992",-1714.42760970864
"3993",-1714.42760970864
"3994",-1714.54263798766
"3995",-1714.54263798766
"3996",-1714.54263798766
"3997",-1715.47377151773
"3998",-1715.47377151773
"3999",-1714.08744085641
"4000",-1714.08744085641
"4001",-1713.61941175314
"4002",-1713.60546716507
"4003",-1713.63980577363
"4004",-1713.63980577363
"4005",-1713.63980577363
"4006",-1713.63980577363
"4007",-1714.26142098123
"4008",-1714.26142098123
"4009",-1714.26142098123
"4010",-1713.94353641318
"4011",-1713.94353641318
"4012",-1714.32892783348
"4013",-1714.32892783348
"4014",-1714.32892783348
"4015",-1714.32892783348
"4016",-1714.32892783348
"4017",-1715.1167084005
"4018",-1714.03830459086
"4019",-1714.03830459086
"4020",-1713.62728649961
"4021",-1713.62728649961
"4022",-1713.62728649961
"4023",-1713.62728649961
"4024",-1713.60252316141
"4025",-1713.60252316141
"4026",-1713.60252316141
"4027",-1713.60252316141
"4028",-1713.60252316141
"4029",-1713.60252316141
"4030",-1714.3645288031
"4031",-1714.3645288031
"4032",-1714.3645288031
"4033",-1714.3645288031
"4034",-1714.3645288031
"4035",-1714.39273797464
"4036",-1714.39273797464
"4037",-1713.96450135133
"4038",-1713.96450135133
"4039",-1713.96450135133
"4040",-1713.96450135133
"4041",-1713.96450135133
"4042",-1713.96450135133
"4043",-1713.96450135133
"4044",-1713.96450135133
"4045",-1713.96450135133
"4046",-1713.96450135133
"4047",-1713.56938767444
"4048",-1713.56938767444
"4049",-1714.15740806681
"4050",-1714.15740806681
"4051",-1714.15740806681
"4052",-1714.15740806681
"4053",-1714.15740806681
"4054",-1713.76369436331
"4055",-1713.76369436331
"4056",-1713.76369436331
"4057",-1713.76369436331
"4058",-1714.3258952302
"4059",-1714.3258952302
"4060",-1714.3258952302
"4061",-1714.3258952302
"4062",-1713.82845670381
"4063",-1713.97461453048
"4064",-1714.617761122
"4065",-1714.617761122
"4066",-1714.7989589159
"4067",-1713.68964387989
"4068",-1713.89623381197
"4069",-1713.55532534165
"4070",-1713.55532534165
"4071",-1713.72402656949
"4072",-1713.72402656949
"4073",-1713.72402656949
"4074",-1713.72402656949
"4075",-1713.72402656949
"4076",-1713.72402656949
"4077",-1713.72402656949
"4078",-1713.72402656949
"4079",-1713.72402656949
"4080",-1713.69365842832
"4081",-1713.69365842832
"4082",-1713.69365842832
"4083",-1713.69365842832
"4084",-1713.69365842832
"4085",-1713.62906375743
"4086",-1713.62906375743
"4087",-1713.62906375743
"4088",-1713.62906375743
"4089",-1713.52147365649
"4090",-1713.72402656949
"4091",-1713.70098442373
"4092",-1713.70098442373
"4093",-1713.70098442373
"4094",-1713.69564089582
"4095",-1713.69564089582
"4096",-1713.69564089582
"4097",-1713.69564089582
"4098",-1713.69564089582
"4099",-1713.69564089582
"4100",-1713.53253325046
"4101",-1713.70843603229
"4102",-1713.7525615877
"4103",-1713.7525615877
"4104",-1713.7525615877
"4105",-1713.7525615877
"4106",-1713.7525615877
"4107",-1713.7525615877
"4108",-1713.79904716203
"4109",-1713.79904716203
"4110",-1713.79904716203
"4111",-1713.79904716203
"4112",-1713.79904716203
"4113",-1714.59310324012
"4114",-1714.59441795111
"4115",-1714.59441795111
"4116",-1706.35886346039
"4117",-1706.35886346039
"4118",-1697.95386419322
"4119",-1697.95386419322
"4120",-1700.51145341783
"4121",-1694.26569782567
"4122",-1694.26569782567
"4123",-1692.61286984991
"4124",-1692.61286984991
"4125",-1692.61286984991
"4126",-1692.61286984991
"4127",-1692.61286984991
"4128",-1692.61286984991
"4129",-1692.61286984991
"4130",-1692.61286984991
"4131",-1687.29425826859
"4132",-1688.84276248594
"4133",-1688.84276248594
"4134",-1688.84276248594
"4135",-1688.56422003561
"4136",-1686.21951032983
"4137",-1686.21951032983
"4138",-1686.21951032983
"4139",-1686.21951032983
"4140",-1686.33654672108
"4141",-1686.02560397449
"4142",-1686.02560397449
"4143",-1686.02560397449
"4144",-1686.02560397449
"4145",-1686.02560397449
"4146",-1686.02560397449
"4147",-1687.61497401984
"4148",-1687.61497401984
"4149",-1687.61497401984
"4150",-1687.28069296729
"4151",-1685.98351417836
"4152",-1685.98351417836
"4153",-1685.98351417836
"4154",-1685.98351417836
"4155",-1686.05802306303
"4156",-1686.05802306303
"4157",-1686.05802306303
"4158",-1685.84709766013
"4159",-1685.99088089534
"4160",-1685.99088089534
"4161",-1685.99088089534
"4162",-1687.5441523018
"4163",-1687.5441523018
"4164",-1686.1886422649
"4165",-1686.1886422649
"4166",-1686.1886422649
"4167",-1686.1886422649
"4168",-1686.1886422649
"4169",-1686.50429216763
"4170",-1686.48311395113
"4171",-1686.21951032983
"4172",-1686.21951032983
"4173",-1686.21951032983
"4174",-1686.21951032983
"4175",-1686.21951032983
"4176",-1686.21951032983
"4177",-1686.21951032983
"4178",-1686.21951032983
"4179",-1686.21951032983
"4180",-1686.21951032983
"4181",-1686.21951032983
"4182",-1686.01648342702
"4183",-1685.83459041495
"4184",-1685.83459041495
"4185",-1685.83459041495
"4186",-1686.65793398879
"4187",-1685.88391172593
"4188",-1685.88391172593
"4189",-1685.88391172593
"4190",-1686.15190272304
"4191",-1685.87057538794
"4192",-1685.87057538794
"4193",-1685.87057538794
"4194",-1685.87057538794
"4195",-1686.08347556049
"4196",-1686.49002664974
"4197",-1686.49002664974
"4198",-1686.49002664974
"4199",-1686.22065042236
"4200",-1686.22065042236
"4201",-1686.22065042236
"4202",-1686.22065042236
"4203",-1686.04811761503
"4204",-1686.31084115813
"4205",-1686.31084115813
"4206",-1686.31084115813
"4207",-1686.31084115813
"4208",-1686.34344984556
"4209",-1685.88363630103
"4210",-1685.88363630103
"4211",-1685.88363630103
"4212",-1685.88363630103
"4213",-1685.88363630103
"4214",-1686.33078461614
"4215",-1686.33078461614
"4216",-1686.34481058801
"4217",-1686.34481058801
"4218",-1686.34481058801
"4219",-1685.92598535506
"4220",-1685.92598535506
"4221",-1685.92598535506
"4222",-1685.99626525605
"4223",-1685.91014856772
"4224",-1685.91014856772
"4225",-1685.91014856772
"4226",-1685.91014856772
"4227",-1686.01138114342
"4228",-1686.01138114342
"4229",-1686.21187337919
"4230",-1686.21187337919
"4231",-1686.21187337919
"4232",-1686.21187337919
"4233",-1686.21187337919
"4234",-1686.21187337919
"4235",-1686.21187337919
"4236",-1686.75428449325
"4237",-1686.03340189062
"4238",-1686.03340189062
"4239",-1686.48376269287
"4240",-1686.48376269287
"4241",-1686.48376269287
"4242",-1686.48376269287
"4243",-1686.48376269287
"4244",-1686.66477415095
"4245",-1686.66477415095
"4246",-1686.66477415095
"4247",-1686.66477415095
"4248",-1686.66477415095
"4249",-1688.49591775944
"4250",-1688.49591775944
"4251",-1688.49591775944
"4252",-1685.93606861784
"4253",-1685.93606861784
"4254",-1685.93606861784
"4255",-1685.93606861784
"4256",-1685.93606861784
"4257",-1685.93606861784
"4258",-1685.93606861784
"4259",-1685.93606861784
"4260",-1686.1886422649
"4261",-1686.1886422649
"4262",-1686.1886422649
"4263",-1687.08366853121
"4264",-1687.08366853121
"4265",-1686.11289028609
"4266",-1686.11289028609
"4267",-1686.11289028609
"4268",-1687.29425826859
"4269",-1687.29425826859
"4270",-1686.08585321478
"4271",-1686.08585321478
"4272",-1686.08585321478
"4273",-1686.08585321478
"4274",-1686.08585321478
"4275",-1686.08585321478
"4276",-1686.08585321478
"4277",-1686.08585321478
"4278",-1686.08585321478
"4279",-1687.28191308648
"4280",-1687.28191308648
"4281",-1687.28191308648
"4282",-1687.22831625607
"4283",-1686.50429216763
"4284",-1685.9978299697
"4285",-1685.9978299697
"4286",-1685.9978299697
"4287",-1685.9978299697
"4288",-1687.5441523018
"4289",-1687.5441523018
"4290",-1687.5441523018
"4291",-1687.5441523018
"4292",-1685.97862793189
"4293",-1685.93684726664
"4294",-1685.96961088289
"4295",-1685.96961088289
"4296",-1685.85982090535
"4297",-1686.17802196101
"4298",-1685.92240370407
"4299",-1685.92240370407
"4300",-1685.94098974944
"4301",-1686.01748716795
"4302",-1686.20177524722
"4303",-1685.99066068297
"4304",-1685.99066068297
"4305",-1685.99066068297
"4306",-1685.99066068297
"4307",-1685.99066068297
"4308",-1685.99066068297
"4309",-1685.99066068297
"4310",-1685.99066068297
"4311",-1685.9444697708
"4312",-1685.86499321136
"4313",-1685.86499321136
"4314",-1686.08076990145
"4315",-1686.08076990145
"4316",-1686.08076990145
"4317",-1686.08076990145
"4318",-1686.08076990145
"4319",-1686.14847118786
"4320",-1686.17994874135
"4321",-1686.17994874135
"4322",-1686.15805633641
"4323",-1686.15805633641
"4324",-1686.15805633641
"4325",-1686.15805633641
"4326",-1686.15805633641
"4327",-1686.15805633641
"4328",-1687.53875675026
"4329",-1687.34479163752
"4330",-1687.34479163752
"4331",-1687.34479163752
"4332",-1687.34479163752
"4333",-1687.34479163752
"4334",-1686.35103753876
"4335",-1686.26265923516
"4336",-1685.81675994703
"4337",-1685.81675994703
"4338",-1685.99585867078
"4339",-1685.99585867078
"4340",-1685.99585867078
"4341",-1685.99585867078
"4342",-1686.18000866308
"4343",-1687.66082906625
"4344",-1686.14756869834
"4345",-1686.2402840598
"4346",-1686.2402840598
"4347",-1686.2402840598
"4348",-1686.2402840598
"4349",-1686.2402840598
"4350",-1686.16367743987
"4351",-1686.34043648695
"4352",-1686.34043648695
"4353",-1686.34043648695
"4354",-1686.34043648695
"4355",-1686.34043648695
"4356",-1687.15849075166
"4357",-1687.15849075166
"4358",-1687.15849075166
"4359",-1687.15849075166
"4360",-1687.15849075166
"4361",-1688.54268199948
"4362",-1688.54268199948
"4363",-1688.54268199948
"4364",-1688.54268199948
"4365",-1686.84508857393
"4366",-1686.84508857393
"4367",-1686.84508857393
"4368",-1686.84508857393
"4369",-1686.84508857393
"4370",-1686.84508857393
"4371",-1686.84508857393
"4372",-1686.84508857393
"4373",-1686.84508857393
"4374",-1686.84508857393
"4375",-1686.84508857393
"4376",-1686.84508857393
"4377",-1686.84508857393
"4378",-1686.84508857393
"4379",-1686.84508857393
"4380",-1686.84508857393
"4381",-1686.84508857393
"4382",-1686.84508857393
"4383",-1686.84508857393
"4384",-1686.84508857393
"4385",-1686.84508857393
"4386",-1686.84508857393
"4387",-1686.84508857393
"4388",-1686.84508857393
"4389",-1687.65921841013
"4390",-1687.01969863338
"4391",-1688.49591775944
"4392",-1688.49591775944
"4393",-1686.88477328377
"4394",-1687.28538364495
"4395",-1687.28538364495
"4396",-1687.07474651156
"4397",-1687.32923585195
"4398",-1687.32923585195
"4399",-1687.32923585195
"4400",-1687.56346483143
"4401",-1687.33176295461
"4402",-1686.20573525055
"4403",-1686.20573525055
"4404",-1686.20573525055
"4405",-1686.20573525055
"4406",-1687.28069296729
"4407",-1687.28069296729
"4408",-1687.28069296729
"4409",-1686.07931589468
"4410",-1686.34739261398
"4411",-1686.34739261398
"4412",-1686.34739261398
"4413",-1686.34739261398
"4414",-1685.94317577285
"4415",-1685.94317577285
"4416",-1685.84330017966
"4417",-1685.84330017966
"4418",-1685.84330017966
"4419",-1685.84330017966
"4420",-1685.84330017966
"4421",-1685.84330017966
"4422",-1685.84330017966
"4423",-1685.84330017966
"4424",-1685.84330017966
"4425",-1685.84330017966
"4426",-1685.84330017966
"4427",-1685.84330017966
"4428",-1685.84330017966
"4429",-1685.84330017966
"4430",-1686.29057060014
"4431",-1686.29057060014
"4432",-1686.00997760291
"4433",-1686.00997760291
"4434",-1686.00997760291
"4435",-1686.00997760291
"4436",-1686.00997760291
"4437",-1686.32867605344
"4438",-1686.15109182181
"4439",-1686.15109182181
"4440",-1686.15109182181
"4441",-1686.48839391602
"4442",-1686.04074862874
"4443",-1686.04074862874
"4444",-1686.04074862874
"4445",-1686.04074862874
"4446",-1686.04074862874
"4447",-1686.04074862874
"4448",-1686.04074862874
"4449",-1686.04074862874
"4450",-1686.04074862874
"4451",-1686.01266572297
"4452",-1686.01266572297
"4453",-1686.01266572297
"4454",-1687.15849075166
"4455",-1687.15849075166
"4456",-1687.22831625607
"4457",-1687.15193181376
"4458",-1687.15193181376
"4459",-1687.15193181376
"4460",-1687.89788629959
"4461",-1686.22611969691
"4462",-1686.22611969691
"4463",-1686.22611969691
"4464",-1686.22611969691
"4465",-1686.22611969691
"4466",-1686.22611969691
"4467",-1686.22611969691
"4468",-1686.22611969691
"4469",-1686.8485435216
"4470",-1686.8485435216
"4471",-1686.32970808662
"4472",-1686.32970808662
"4473",-1686.32970808662
"4474",-1686.32970808662
"4475",-1686.32970808662
"4476",-1686.32970808662
"4477",-1686.32970808662
"4478",-1686.32970808662
"4479",-1686.32970808662
"4480",-1686.34095681227
"4481",-1686.34095681227
"4482",-1686.34095681227
"4483",-1686.34095681227
"4484",-1686.00242618906
"4485",-1687.58869927459
"4486",-1687.58869927459
"4487",-1688.92536064875
"4488",-1688.92536064875
"4489",-1688.92536064875
"4490",-1688.92536064875
"4491",-1688.92536064875
"4492",-1688.92536064875
"4493",-1688.92536064875
"4494",-1688.92536064875
"4495",-1688.92536064875
"4496",-1688.92536064875
"4497",-1688.92536064875
"4498",-1688.92536064875
"4499",-1688.92536064875
"4500",-1689.94383049688
"4501",-1689.94383049688
"4502",-1689.94383049688
"4503",-1685.92934690492
"4504",-1685.92934690492
"4505",-1685.92934690492
"4506",-1686.37130758504
"4507",-1687.01569886515
"4508",-1687.01569886515
"4509",-1687.01569886515
"4510",-1686.02891016349
"4511",-1687.1659307541
"4512",-1687.1659307541
"4513",-1686.10510756546
"4514",-1686.10510756546
"4515",-1686.10510756546
"4516",-1686.10510756546
"4517",-1686.10510756546
"4518",-1686.10510756546
"4519",-1686.10510756546
"4520",-1686.10510756546
"4521",-1686.10510756546
"4522",-1686.10510756546
"4523",-1685.98351417836
"4524",-1685.98351417836
"4525",-1685.98351417836
"4526",-1685.98351417836
"4527",-1685.98351417836
"4528",-1685.98351417836
"4529",-1685.98351417836
"4530",-1685.98351417836
"4531",-1685.98351417836
"4532",-1685.98351417836
"4533",-1685.98351417836
"4534",-1685.98351417836
"4535",-1685.98351417836
"4536",-1685.98351417836
"4537",-1685.78633754999
"4538",-1686.11291236369
"4539",-1686.11291236369
"4540",-1686.11291236369
"4541",-1686.16991464702
"4542",-1686.16991464702
"4543",-1686.16991464702
"4544",-1686.16991464702
"4545",-1686.16991464702
"4546",-1686.16991464702
"4547",-1686.16991464702
"4548",-1686.16991464702
"4549",-1686.16991464702
"4550",-1686.16991464702
"4551",-1686.16991464702
"4552",-1686.16991464702
"4553",-1686.16991464702
"4554",-1686.16991464702
"4555",-1686.16991464702
"4556",-1685.8848039368
"4557",-1685.8848039368
"4558",-1685.8848039368
"4559",-1685.8848039368
"4560",-1685.90490388842
"4561",-1686.63953875854
"4562",-1686.63953875854
"4563",-1685.99490815488
"4564",-1685.99490815488
"4565",-1685.99490815488
"4566",-1685.99490815488
"4567",-1685.99490815488
"4568",-1685.99490815488
"4569",-1685.99490815488
"4570",-1687.5385294259
"4571",-1687.5385294259
"4572",-1687.5385294259
"4573",-1687.5385294259
"4574",-1687.5385294259
"4575",-1687.5385294259
"4576",-1686.49002664974
"4577",-1686.49002664974
"4578",-1686.49002664974
"4579",-1686.88766340978
"4580",-1686.88766340978
"4581",-1686.88766340978
"4582",-1686.88766340978
"4583",-1686.88766340978
"4584",-1686.88766340978
"4585",-1686.02852880023
"4586",-1686.02852880023
"4587",-1686.50429216763
"4588",-1685.88363630103
"4589",-1685.88363630103
"4590",-1685.88363630103
"4591",-1685.94317577285
"4592",-1686.48810491973
"4593",-1686.2459980642
"4594",-1686.2459980642
"4595",-1686.2459980642
"4596",-1686.2459980642
"4597",-1686.16023963071
"4598",-1686.16023963071
"4599",-1687.93972785066
"4600",-1687.93972785066
"4601",-1687.93972785066
"4602",-1687.93972785066
"4603",-1687.93972785066
"4604",-1686.79989497296
"4605",-1686.06810649638
"4606",-1686.06810649638
"4607",-1686.06810649638
"4608",-1686.06810649638
"4609",-1686.06810649638
"4610",-1686.06810649638
"4611",-1686.41371771771
"4612",-1686.41371771771
"4613",-1685.76792845913
"4614",-1685.76792845913
"4615",-1685.76792845913
"4616",-1685.76792845913
"4617",-1685.76792845913
"4618",-1685.76792845913
"4619",-1685.76792845913
"4620",-1685.76792845913
"4621",-1685.76792845913
"4622",-1685.76792845913
"4623",-1686.08485973026
"4624",-1686.10510756546
"4625",-1686.10510756546
"4626",-1686.07482479792
"4627",-1686.07482479792
"4628",-1686.07482479792
"4629",-1686.07482479792
"4630",-1686.46511739321
"4631",-1686.46511739321
"4632",-1686.46511739321
"4633",-1686.46511739321
"4634",-1686.46511739321
"4635",-1686.46511739321
"4636",-1686.46511739321
"4637",-1686.46511739321
"4638",-1686.64529602079
"4639",-1686.64529602079
"4640",-1686.08076990145
"4641",-1685.98111191018
"4642",-1685.98111191018
"4643",-1685.91014856772
"4644",-1685.91014856772
"4645",-1685.91014856772
"4646",-1685.85982090535
"4647",-1685.85982090535
"4648",-1685.85982090535
"4649",-1687.62200337301
"4650",-1686.68698698884
"4651",-1686.15527565655
"4652",-1686.15527565655
"4653",-1686.15527565655
"4654",-1686.29571476963
"4655",-1686.29571476963
"4656",-1686.29571476963
"4657",-1686.29571476963
"4658",-1686.29571476963
"4659",-1686.29571476963
"4660",-1686.29571476963
"4661",-1686.29571476963
"4662",-1686.29571476963
"4663",-1685.90696418002
"4664",-1685.92384485882
"4665",-1686.49079040709
"4666",-1686.49079040709
"4667",-1686.49079040709
"4668",-1686.02852880023
"4669",-1686.02852880023
"4670",-1686.56339437396
"4671",-1686.68712926588
"4672",-1686.84310150847
"4673",-1690.92433805126
"4674",-1690.92433805126
"4675",-1687.56928270511
"4676",-1687.56928270511
"4677",-1687.34479163752
"4678",-1687.34479163752
"4679",-1687.34479163752
"4680",-1687.34479163752
"4681",-1687.34479163752
"4682",-1687.34479163752
"4683",-1686.48311395113
"4684",-1686.48311395113
"4685",-1685.85982090535
"4686",-1685.85982090535
"4687",-1685.85982090535
"4688",-1685.85982090535
"4689",-1686.43591294246
"4690",-1686.47132299313
"4691",-1686.47132299313
"4692",-1686.47132299313
"4693",-1686.47132299313
"4694",-1686.47132299313
"4695",-1686.47132299313
"4696",-1686.47132299313
"4697",-1686.46532895104
"4698",-1686.21919927819
"4699",-1686.10335834775
"4700",-1686.10335834775
"4701",-1685.94135035517
"4702",-1687.22537909743
"4703",-1686.63953875854
"4704",-1686.63953875854
"4705",-1686.63953875854
"4706",-1686.63953875854
"4707",-1686.4935219185
"4708",-1686.4935219185
"4709",-1686.4935219185
"4710",-1686.4935219185
"4711",-1686.4935219185
"4712",-1686.4935219185
"4713",-1686.4935219185
"4714",-1686.4935219185
"4715",-1686.4935219185
"4716",-1686.34618360403
"4717",-1686.98030997991
"4718",-1686.98030997991
"4719",-1686.98030997991
"4720",-1686.98030997991
"4721",-1686.17802196101
"4722",-1686.05936306278
"4723",-1686.05936306278
"4724",-1685.92280798295
"4725",-1685.92280798295
"4726",-1685.92280798295
"4727",-1685.92280798295
"4728",-1686.47132299313
"4729",-1686.47132299313
"4730",-1686.03134884452
"4731",-1686.03134884452
"4732",-1686.03134884452
"4733",-1686.03134884452
"4734",-1686.03134884452
"4735",-1686.03134884452
"4736",-1686.03134884452
"4737",-1686.03134884452
"4738",-1686.03134884452
"4739",-1686.6504710559
"4740",-1686.6504710559
"4741",-1686.6504710559
"4742",-1686.6504710559
"4743",-1686.6504710559
"4744",-1686.6504710559
"4745",-1686.6504710559
"4746",-1686.6504710559
"4747",-1686.6504710559
"4748",-1686.47050736046
"4749",-1686.47050736046
"4750",-1686.47050736046
"4751",-1686.47050736046
"4752",-1686.47050736046
"4753",-1686.47050736046
"4754",-1685.89259369527
"4755",-1685.97046963993
"4756",-1685.97046963993
"4757",-1685.97046963993
"4758",-1685.97046963993
"4759",-1686.22611969691
"4760",-1687.80089515172
"4761",-1687.80089515172
"4762",-1687.80089515172
"4763",-1686.2038593666
"4764",-1686.2038593666
"4765",-1686.2038593666
"4766",-1686.2038593666
"4767",-1686.01648342702
"4768",-1686.11297944933
"4769",-1686.11297944933
"4770",-1687.22831625607
"4771",-1687.22831625607
"4772",-1687.64425755541
"4773",-1686.2904546501
"4774",-1686.2904546501
"4775",-1686.2904546501
"4776",-1686.2904546501
"4777",-1686.2904546501
"4778",-1686.2904546501
"4779",-1686.2904546501
"4780",-1685.94317577285
"4781",-1686.90791280235
"4782",-1686.90791280235
"4783",-1686.90791280235
"4784",-1686.90791280235
"4785",-1686.90791280235
"4786",-1686.90791280235
"4787",-1686.87703562309
"4788",-1686.87703562309
"4789",-1686.32336794462
"4790",-1686.29571476963
"4791",-1686.09791585999
"4792",-1686.09791585999
"4793",-1686.09791585999
"4794",-1686.03134884452
"4795",-1686.03134884452
"4796",-1686.06024420147
"4797",-1686.06024420147
"4798",-1686.06024420147
"4799",-1686.08076990145
"4800",-1686.08076990145
"4801",-1686.08076990145
"4802",-1686.08076990145
"4803",-1686.08076990145
"4804",-1686.08076990145
"4805",-1686.16005005407
"4806",-1686.16005005407
"4807",-1686.37130758504
"4808",-1686.37130758504
"4809",-1686.37130758504
"4810",-1686.42438354876
"4811",-1686.42438354876
"4812",-1686.42438354876
"4813",-1686.26500030605
"4814",-1686.01901093014
"4815",-1686.01901093014
"4816",-1686.01901093014
"4817",-1686.14457398369
"4818",-1686.14457398369
"4819",-1686.14457398369
"4820",-1686.14457398369
"4821",-1686.14457398369
"4822",-1686.16180167458
"4823",-1686.16180167458
"4824",-1686.16180167458
"4825",-1686.16180167458
"4826",-1686.16180167458
"4827",-1686.16180167458
"4828",-1687.65921841013
"4829",-1687.65921841013
"4830",-1687.65921841013
"4831",-1687.42480225681
"4832",-1686.43567700064
"4833",-1686.01748716795
"4834",-1686.01748716795
"4835",-1686.47550441023
"4836",-1686.47550441023
"4837",-1686.75428449325
"4838",-1686.75428449325
"4839",-1686.75428449325
"4840",-1686.75428449325
"4841",-1686.75428449325
"4842",-1685.99490815488
"4843",-1685.91014856772
"4844",-1685.91014856772
"4845",-1685.91014856772
"4846",-1686.96259980783
"4847",-1686.96259980783
"4848",-1686.96259980783
"4849",-1686.96259980783
"4850",-1686.18000866308
"4851",-1686.37114323041
"4852",-1686.37114323041
"4853",-1686.37114323041
"4854",-1686.08076990145
"4855",-1686.08902036757
"4856",-1686.8455346052
"4857",-1686.34739261398
"4858",-1686.34739261398
"4859",-1686.34739261398
"4860",-1686.34739261398
"4861",-1686.34739261398
"4862",-1686.34739261398
"4863",-1686.34739261398
"4864",-1686.34739261398
"4865",-1686.34739261398
"4866",-1686.34739261398
"4867",-1686.34739261398
"4868",-1686.2904546501
"4869",-1687.32923585195
"4870",-1687.32923585195
"4871",-1686.66222855265
"4872",-1686.01854598793
"4873",-1685.87057538794
"4874",-1685.87057538794
"4875",-1686.01138114342
"4876",-1686.8683641623
"4877",-1686.8683641623
"4878",-1686.8683641623
"4879",-1686.8683641623
"4880",-1686.8683641623
"4881",-1686.8683641623
"4882",-1686.01648342702
"4883",-1686.43567700064
"4884",-1686.43567700064
"4885",-1686.02071675651
"4886",-1686.02071675651
"4887",-1686.39109510564
"4888",-1686.39109510564
"4889",-1685.78093986262
"4890",-1685.83459041495
"4891",-1685.83459041495
"4892",-1685.83459041495
"4893",-1685.83459041495
"4894",-1685.83459041495
"4895",-1685.83459041495
"4896",-1685.83459041495
"4897",-1685.83459041495
"4898",-1685.83459041495
"4899",-1685.83459041495
"4900",-1686.64529602079
"4901",-1687.80065526455
"4902",-1686.657840324
"4903",-1686.657840324
"4904",-1685.85702352453
"4905",-1685.85702352453
"4906",-1685.96961088289
"4907",-1687.29718911617
"4908",-1685.99626525605
"4909",-1685.99626525605
"4910",-1685.99626525605
"4911",-1686.02318754164
"4912",-1686.02318754164
"4913",-1686.08824215632
"4914",-1686.08824215632
"4915",-1686.08824215632
"4916",-1686.08824215632
"4917",-1685.90182273964
"4918",-1685.90182273964
"4919",-1685.90182273964
"4920",-1686.16023963071
"4921",-1687.26889758191
"4922",-1687.26889758191
"4923",-1687.26889758191
"4924",-1687.26889758191
"4925",-1687.36219467363
"4926",-1687.36219467363
"4927",-1687.36219467363
"4928",-1687.30182050988
"4929",-1687.30182050988
"4930",-1687.30182050988
"4931",-1687.30182050988
"4932",-1687.30182050988
"4933",-1687.30182050988
"4934",-1687.30182050988
"4935",-1687.30182050988
"4936",-1687.30182050988
"4937",-1687.30182050988
"4938",-1687.30182050988
"4939",-1687.30182050988
"4940",-1687.30182050988
"4941",-1686.10510756546
"4942",-1686.10510756546
"4943",-1686.10510756546
"4944",-1686.10510756546
"4945",-1685.96928791366
"4946",-1685.96928791366
"4947",-1685.96928791366
"4948",-1686.65566833918
"4949",-1685.88363630103
"4950",-1685.88363630103
"4951",-1685.9978299697
"4952",-1687.42480225681
"4953",-1687.42480225681
"4954",-1687.42480225681
"4955",-1686.64994272124
"4956",-1686.64994272124
"4957",-1686.48501366286
"4958",-1686.27122601831
"4959",-1686.27122601831
"4960",-1686.27122601831
"4961",-1686.27122601831
"4962",-1686.3323222167
"4963",-1686.46768077522
"4964",-1686.46768077522
"4965",-1686.46768077522
"4966",-1686.2412098654
"4967",-1686.22065042236
"4968",-1686.33325038802
"4969",-1686.33325038802
"4970",-1686.16938379832
"4971",-1686.08076990145
"4972",-1686.08076990145
"4973",-1686.08076990145
"4974",-1686.02607740067
"4975",-1685.82566405691
"4976",-1685.82566405691
"4977",-1685.82566405691
"4978",-1685.82566405691
"4979",-1685.82566405691
"4980",-1685.82566405691
"4981",-1687.23864811987
"4982",-1687.23864811987
"4983",-1687.23864811987
"4984",-1687.23864811987
"4985",-1685.89543267274
"4986",-1685.89543267274
"4987",-1685.89543267274
"4988",-1685.89543267274
"4989",-1685.89543267274
"4990",-1685.89543267274
"4991",-1685.89543267274
"4992",-1685.89543267274
"4993",-1685.89543267274
"4994",-1685.89543267274
"4995",-1685.89543267274
"4996",-1685.89543267274
"4997",-1685.89543267274
"4998",-1685.89543267274
"4999",-1685.89543267274
"5000",-1686.08824215632
"5001",-1686.08824215632
"5002",-1686.12866547567
"5003",-1686.12866547567
"5004",-1686.12866547567
"5005",-1686.12866547567
"5006",-1686.12866547567
"5007",-1686.12866547567
"5008",-1686.31800129345
"5009",-1686.31800129345
"5010",-1686.31800129345
"5011",-1686.31800129345
"5012",-1686.31800129345
"5013",-1686.47026640539
"5014",-1686.47026640539
"5015",-1685.93606861784
"5016",-1685.93606861784
"5017",-1688.13987805793
"5018",-1688.13987805793
"5019",-1688.13987805793
"5020",-1686.10510756546
"5021",-1686.10510756546
"5022",-1686.10510756546
"5023",-1686.10510756546
"5024",-1686.10510756546
"5025",-1686.10510756546
"5026",-1686.10510756546
"5027",-1686.16938379832
"5028",-1686.16938379832
"5029",-1686.16938379832
"5030",-1686.16938379832
"5031",-1686.32350303549
"5032",-1686.32350303549
"5033",-1686.32350303549
"5034",-1686.32350303549
"5035",-1686.05802306303
"5036",-1686.04290532907
"5037",-1686.04290532907
"5038",-1686.04290532907
"5039",-1686.04290532907
"5040",-1686.01370404497
"5041",-1686.01370404497
"5042",-1686.01370404497
"5043",-1686.01370404497
"5044",-1686.0762225984
"5045",-1686.0762225984
"5046",-1686.0762225984
"5047",-1685.96172140072
"5048",-1685.96172140072
