"","x"
"487",-1715.50361443158
"488",-1715.50361443158
"489",-1715.50361443158
"490",-1715.50361443158
"491",-1715.50361443158
"492",-1715.47377151773
"493",-1715.47377151773
"494",-1713.84270662573
"495",-1713.84270662573
"496",-1713.84270662573
"497",-1713.84270662573
"498",-1714.17480842574
"499",-1714.17480842574
"500",-1714.17480842574
"501",-1713.97463519161
"502",-1713.50998363463
"503",-1713.50998363463
"504",-1713.63503995649
"505",-1713.63503995649
"506",-1713.63503995649
"507",-1713.63503995649
"508",-1713.63503995649
"509",-1713.63503995649
"510",-1713.85667378828
"511",-1713.85667378828
"512",-1713.85667378828
"513",-1713.85667378828
"514",-1713.85667378828
"515",-1713.60252316141
"516",-1713.60252316141
"517",-1713.57810346099
"518",-1713.57810346099
"519",-1713.57810346099
"520",-1713.94353641318
"521",-1713.94353641318
"522",-1714.1037028804
"523",-1714.1037028804
"524",-1714.1037028804
"525",-1714.1037028804
"526",-1713.73736307805
"527",-1714.43239807059
"528",-1714.08950681387
"529",-1713.80694413442
"530",-1713.80694413442
"531",-1714.10399711984
"532",-1714.10399711984
"533",-1714.10399711984
"534",-1714.10399711984
"535",-1714.10399711984
"536",-1713.58988896818
"537",-1713.58988896818
"538",-1713.58988896818
"539",-1713.58988896818
"540",-1713.58988896818
"541",-1713.97463519161
"542",-1713.97463519161
"543",-1713.97463519161
"544",-1713.97463519161
"545",-1713.71397998653
"546",-1713.71397998653
"547",-1713.71397998653
"548",-1713.71397998653
"549",-1713.87697364711
"550",-1713.87697364711
"551",-1713.87697364711
"552",-1715.22475474462
"553",-1715.22475474462
"554",-1715.78904187413
"555",-1716.20170813933
"556",-1716.20170813933
"557",-1713.91807842785
"558",-1714.17404838382
"559",-1713.62363766657
"560",-1713.62363766657
"561",-1713.62363766657
"562",-1713.62363766657
"563",-1714.31501767816
"564",-1714.31501767816
"565",-1716.36806968308
"566",-1716.36806968308
"567",-1713.90637119713
"568",-1713.90637119713
"569",-1713.90637119713
"570",-1713.90637119713
"571",-1713.90637119713
"572",-1713.90637119713
"573",-1713.57789337154
"574",-1713.57789337154
"575",-1713.57789337154
"576",-1713.57789337154
"577",-1713.57789337154
"578",-1713.57789337154
"579",-1713.57789337154
"580",-1713.57789337154
"581",-1713.57789337154
"582",-1713.57789337154
"583",-1713.57789337154
"584",-1713.57789337154
"585",-1713.57789337154
"586",-1713.57789337154
"587",-1713.57789337154
"588",-1713.57789337154
"589",-1713.57789337154
"590",-1713.57789337154
"591",-1713.69139605661
"592",-1713.69139605661
"593",-1713.69139605661
"594",-1713.70098442373
"595",-1713.70098442373
"596",-1713.70098442373
"597",-1713.70098442373
"598",-1713.70098442373
"599",-1713.60252316141
"600",-1713.91253016488
"601",-1713.91253016488
"602",-1713.91253016488
"603",-1714.5085550328
"604",-1714.5085550328
"605",-1714.51342467473
"606",-1714.51342467473
"607",-1713.72728341948
"608",-1713.72728341948
"609",-1713.70843603229
"610",-1713.70843603229
"611",-1713.70843603229
"612",-1713.70843603229
"613",-1713.70843603229
"614",-1713.70843603229
"615",-1713.70843603229
"616",-1713.70843603229
"617",-1713.70843603229
"618",-1713.70843603229
"619",-1713.70843603229
"620",-1713.70843603229
"621",-1713.70843603229
"622",-1713.76445212108
"623",-1716.550691204
"624",-1716.550691204
"625",-1716.550691204
"626",-1714.57109702838
"627",-1714.57109702838
"628",-1714.57109702838
"629",-1714.57109702838
"630",-1714.57109702838
"631",-1714.57109702838
"632",-1714.57109702838
"633",-1714.57109702838
"634",-1713.91138965705
"635",-1713.91138965705
"636",-1713.91138965705
"637",-1713.72402656949
"638",-1713.72402656949
"639",-1713.72402656949
"640",-1713.72402656949
"641",-1713.72402656949
"642",-1714.23818071553
"643",-1714.23818071553
"644",-1714.23818071553
"645",-1714.23818071553
"646",-1714.23818071553
"647",-1714.23818071553
"648",-1714.23818071553
"649",-1714.23818071553
"650",-1713.72994492332
"651",-1713.72994492332
"652",-1713.72994492332
"653",-1713.72994492332
"654",-1713.72994492332
"655",-1713.72994492332
"656",-1713.72994492332
"657",-1713.72994492332
"658",-1713.86136782542
"659",-1713.86136782542
"660",-1713.86136782542
"661",-1713.86136782542
"662",-1714.04433540175
"663",-1714.04433540175
"664",-1714.04433540175
"665",-1713.67315951513
"666",-1713.67315951513
"667",-1713.67315951513
"668",-1713.67315951513
"669",-1713.67315951513
"670",-1713.67315951513
"671",-1713.67315951513
"672",-1713.80183680048
"673",-1713.80183680048
"674",-1714.32892783348
"675",-1714.32892783348
"676",-1714.32892783348
"677",-1714.32892783348
"678",-1714.32892783348
"679",-1714.32892783348
"680",-1714.32892783348
"681",-1714.71614465664
"682",-1714.71614465664
"683",-1714.71614465664
"684",-1714.71614465664
"685",-1714.71614465664
"686",-1714.71614465664
"687",-1714.71614465664
"688",-1714.71614465664
"689",-1714.71614465664
"690",-1714.71614465664
"691",-1713.90141386034
"692",-1714.05592008956
"693",-1714.05592008956
"694",-1714.05592008956
"695",-1714.05592008956
"696",-1713.69564089582
"697",-1713.69564089582
"698",-1713.69564089582
"699",-1713.69564089582
"700",-1713.69564089582
"701",-1713.69564089582
"702",-1713.69564089582
"703",-1713.69564089582
"704",-1713.69564089582
"705",-1713.69564089582
"706",-1714.04433540175
"707",-1714.04433540175
"708",-1714.04433540175
"709",-1713.59731520642
"710",-1713.59731520642
"711",-1713.50533889202
"712",-1714.75313051538
"713",-1714.18305141647
"714",-1714.18305141647
"715",-1714.18305141647
"716",-1713.91253016488
"717",-1713.91253016488
"718",-1714.69419099507
"719",-1713.89684059367
"720",-1713.89684059367
"721",-1713.65770929712
"722",-1715.43793686819
"723",-1715.43793686819
"724",-1715.43793686819
"725",-1715.43793686819
"726",-1715.43793686819
"727",-1714.43498263285
"728",-1714.43498263285
"729",-1713.65258125755
"730",-1713.65258125755
"731",-1713.65258125755
"732",-1713.65258125755
"733",-1713.85902315032
"734",-1713.85902315032
"735",-1713.85902315032
"736",-1713.85902315032
"737",-1713.85902315032
"738",-1713.85902315032
"739",-1714.13754169129
"740",-1713.56679430191
"741",-1713.67328903655
"742",-1713.67328903655
"743",-1713.67328903655
"744",-1713.67328903655
"745",-1713.72402656949
"746",-1713.50533889202
"747",-1713.50533889202
"748",-1714.37923631051
"749",-1713.59718259251
"750",-1713.59718259251
"751",-1713.59718259251
"752",-1713.59718259251
"753",-1713.51555429409
"754",-1713.51555429409
"755",-1713.51555429409
"756",-1713.51555429409
"757",-1713.51555429409
"758",-1713.51555429409
"759",-1713.63225645853
"760",-1713.63225645853
"761",-1713.63225645853
"762",-1713.63225645853
"763",-1713.63225645853
"764",-1713.526829102
"765",-1713.526829102
"766",-1713.526829102
"767",-1713.526829102
"768",-1713.66228995759
"769",-1713.66228995759
"770",-1713.66228995759
"771",-1713.66228995759
"772",-1713.62906375743
"773",-1713.62906375743
"774",-1713.62906375743
"775",-1713.62906375743
"776",-1713.55053686104
"777",-1713.55053686104
"778",-1713.55053686104
"779",-1713.55053686104
"780",-1714.07368398355
"781",-1714.07368398355
"782",-1713.91807842785
"783",-1713.91807842785
"784",-1713.91807842785
"785",-1713.91807842785
"786",-1713.91807842785
"787",-1714.7989589159
"788",-1714.7989589159
"789",-1715.78839302115
"790",-1714.55446308918
"791",-1716.12303410097
"792",-1716.12303410097
"793",-1716.12303410097
"794",-1716.12303410097
"795",-1714.259644732
"796",-1713.91253016488
"797",-1715.42068698846
"798",-1714.54779835382
"799",-1714.54779835382
"800",-1715.74364114273
"801",-1715.74364114273
"802",-1714.05982119458
"803",-1714.05982119458
"804",-1714.05982119458
"805",-1714.05982119458
"806",-1714.05982119458
"807",-1713.62906375743
"808",-1713.62906375743
"809",-1713.65258125755
"810",-1714.13108656333
"811",-1714.13108656333
"812",-1713.57810346099
"813",-1713.57810346099
"814",-1713.57810346099
"815",-1714.76951107761
"816",-1715.22475474462
"817",-1715.22475474462
"818",-1715.22475474462
"819",-1715.22475474462
"820",-1714.60552546763
"821",-1714.60552546763
"822",-1714.45776222798
"823",-1714.45776222798
"824",-1716.54010124661
"825",-1713.77361767659
"826",-1714.49003216481
"827",-1714.49003216481
"828",-1714.49003216481
"829",-1714.49003216481
"830",-1714.17541626793
"831",-1713.66228995759
"832",-1713.66228995759
"833",-1713.66228995759
"834",-1713.66228995759
"835",-1713.66228995759
"836",-1714.41783915127
"837",-1714.41783915127
"838",-1714.41783915127
"839",-1714.41783915127
"840",-1714.41783915127
"841",-1713.65060351408
"842",-1713.65060351408
"843",-1713.65060351408
"844",-1713.65060351408
"845",-1713.65060351408
"846",-1714.33450831179
"847",-1714.33450831179
"848",-1714.33450831179
"849",-1713.70843603229
"850",-1714.11514951092
"851",-1714.11514951092
"852",-1714.11514951092
"853",-1713.67328903655
"854",-1714.18305141647
"855",-1713.70592568992
"856",-1713.70592568992
"857",-1713.70592568992
"858",-1713.70592568992
"859",-1713.70592568992
"860",-1713.70592568992
"861",-1713.70592568992
"862",-1713.70592568992
"863",-1713.70592568992
"864",-1713.70592568992
"865",-1715.34614283303
"866",-1715.34614283303
"867",-1715.34614283303
"868",-1715.34614283303
"869",-1714.33880401032
"870",-1714.33880401032
"871",-1714.36996908087
"872",-1714.36996908087
"873",-1714.36996908087
"874",-1714.36996908087
"875",-1714.36996908087
"876",-1714.36996908087
"877",-1714.36996908087
"878",-1714.36996908087
"879",-1714.36996908087
"880",-1714.36996908087
"881",-1714.36996908087
"882",-1714.36996908087
"883",-1714.03830459086
"884",-1714.03830459086
"885",-1714.03830459086
"886",-1713.74123382173
"887",-1713.74123382173
"888",-1713.74123382173
"889",-1713.74123382173
"890",-1716.07639913761
"891",-1716.07639913761
"892",-1714.47904493672
"893",-1714.47904493672
"894",-1714.47904493672
"895",-1714.47904493672
"896",-1714.47904493672
"897",-1714.47904493672
"898",-1714.47904493672
"899",-1714.47904493672
"900",-1713.68231336811
"901",-1713.74100016406
"902",-1713.74100016406
"903",-1713.90141386034
"904",-1713.90141386034
"905",-1713.85614047744
"906",-1714.35046285127
"907",-1714.35046285127
"908",-1714.46825407837
"909",-1714.46825407837
"910",-1714.46825407837
"911",-1714.34479671752
"912",-1714.34479671752
"913",-1714.34479671752
"914",-1714.34479671752
"915",-1714.30663032648
"916",-1714.30663032648
"917",-1714.30663032648
"918",-1714.30663032648
"919",-1714.84218474057
"920",-1714.84218474057
"921",-1714.84218474057
"922",-1714.84218474057
"923",-1714.84218474057
"924",-1714.84218474057
"925",-1714.15322286011
"926",-1713.60232031744
"927",-1715.57203781935
"928",-1715.57203781935
"929",-1713.69139605661
"930",-1713.69139605661
"931",-1713.56630951433
"932",-1713.56630951433
"933",-1714.11198733431
"934",-1714.11198733431
"935",-1714.11198733431
"936",-1714.47904493672
"937",-1713.80183680048
"938",-1713.80183680048
"939",-1713.80183680048
"940",-1714.01403126114
"941",-1714.01403126114
"942",-1714.01403126114
"943",-1713.90141386034
"944",-1713.90141386034
"945",-1713.90141386034
"946",-1713.90141386034
"947",-1713.90141386034
"948",-1713.90141386034
"949",-1713.90141386034
"950",-1713.90141386034
"951",-1713.90141386034
"952",-1713.90141386034
"953",-1713.90141386034
"954",-1713.69525034406
"955",-1713.69525034406
"956",-1713.85902315032
"957",-1713.85902315032
"958",-1713.85902315032
"959",-1713.85902315032
"960",-1713.85902315032
"961",-1713.85902315032
"962",-1713.85902315032
"963",-1713.85902315032
"964",-1713.85902315032
"965",-1713.85902315032
"966",-1713.85902315032
"967",-1713.85902315032
"968",-1713.72081421585
"969",-1713.72081421585
"970",-1713.72081421585
"971",-1713.72081421585
"972",-1713.72081421585
"973",-1713.72081421585
"974",-1713.72081421585
"975",-1713.60232031744
"976",-1713.60232031744
"977",-1713.57927642149
"978",-1714.74960363197
"979",-1714.74960363197
"980",-1713.74100016406
"981",-1713.83034515055
"982",-1713.83034515055
"983",-1713.74784882502
"984",-1713.74784882502
"985",-1713.74784882502
"986",-1713.74784882502
"987",-1713.74784882502
"988",-1713.63503995649
"989",-1713.63503995649
"990",-1713.63503995649
"991",-1713.63503995649
"992",-1713.63503995649
"993",-1713.63503995649
"994",-1713.63503995649
"995",-1713.63503995649
"996",-1713.63503995649
"997",-1713.63503995649
"998",-1713.63503995649
"999",-1713.63503995649
"1000",-1713.63503995649
"1001",-1713.63503995649
"1002",-1713.63503995649
"1003",-1713.63503995649
"1004",-1713.63503995649
"1005",-1713.63503995649
"1006",-1713.63503995649
"1007",-1713.63503995649
"1008",-1713.63503995649
"1009",-1713.63503995649
"1010",-1714.04988043873
"1011",-1714.04988043873
"1012",-1714.04988043873
"1013",-1714.04988043873
"1014",-1713.57269708201
"1015",-1713.57269708201
"1016",-1713.57269708201
"1017",-1713.57269708201
"1018",-1713.57269708201
"1019",-1713.57269708201
"1020",-1713.61884458801
"1021",-1714.18881450774
"1022",-1714.18881450774
"1023",-1714.18881450774
"1024",-1714.18881450774
"1025",-1714.18881450774
"1026",-1714.18881450774
"1027",-1714.18881450774
"1028",-1714.37442640492
"1029",-1714.37442640492
"1030",-1714.37442640492
"1031",-1714.37442640492
"1032",-1714.37442640492
"1033",-1714.37442640492
"1034",-1714.37442640492
"1035",-1714.37442640492
"1036",-1714.37442640492
"1037",-1714.081778579
"1038",-1714.081778579
"1039",-1714.081778579
"1040",-1714.03513545799
"1041",-1714.03513545799
"1042",-1713.80451697053
"1043",-1713.80451697053
"1044",-1713.80451697053
"1045",-1713.80451697053
"1046",-1713.79014842879
"1047",-1713.79014842879
"1048",-1714.18305141647
"1049",-1714.18305141647
"1050",-1714.18305141647
"1051",-1714.18305141647
"1052",-1714.18305141647
"1053",-1714.18305141647
"1054",-1714.18305141647
"1055",-1713.69139605661
"1056",-1713.69139605661
"1057",-1713.69139605661
"1058",-1713.69139605661
"1059",-1713.69139605661
"1060",-1713.69139605661
"1061",-1713.69139605661
"1062",-1713.69139605661
"1063",-1713.73610760652
"1064",-1713.73610760652
"1065",-1713.73610760652
"1066",-1713.73610760652
"1067",-1713.73610760652
"1068",-1714.49882338748
"1069",-1714.49882338748
"1070",-1714.49882338748
"1071",-1714.49882338748
"1072",-1714.49882338748
"1073",-1714.49882338748
"1074",-1714.48757393506
"1075",-1714.48757393506
"1076",-1714.33450831179
"1077",-1714.33450831179
"1078",-1717.48246594851
"1079",-1717.48246594851
"1080",-1714.17480842574
"1081",-1714.32892783348
"1082",-1714.32892783348
"1083",-1714.32892783348
"1084",-1714.32892783348
"1085",-1714.32892783348
"1086",-1714.32892783348
"1087",-1714.32892783348
"1088",-1714.32892783348
"1089",-1714.32892783348
"1090",-1714.32892783348
"1091",-1714.32892783348
"1092",-1713.70843603229
"1093",-1713.70843603229
"1094",-1713.70843603229
"1095",-1713.70843603229
"1096",-1713.70843603229
"1097",-1713.70843603229
"1098",-1713.70843603229
"1099",-1713.70843603229
"1100",-1713.70843603229
"1101",-1713.70843603229
"1102",-1713.70843603229
"1103",-1713.70843603229
"1104",-1713.70843603229
"1105",-1713.70843603229
"1106",-1713.70843603229
"1107",-1715.16585257898
"1108",-1715.98731714671
"1109",-1715.10313466714
"1110",-1715.10313466714
"1111",-1715.10313466714
"1112",-1715.10313466714
"1113",-1715.10313466714
"1114",-1715.10313466714
"1115",-1715.10313466714
"1116",-1713.56679430191
"1117",-1713.56679430191
"1118",-1713.56679430191
"1119",-1713.56679430191
"1120",-1713.56679430191
"1121",-1713.56679430191
"1122",-1713.56679430191
"1123",-1713.58455785476
"1124",-1713.58455785476
"1125",-1713.58455785476
"1126",-1714.71614465664
"1127",-1714.71614465664
"1128",-1713.78909626101
"1129",-1713.78909626101
"1130",-1713.72460907844
"1131",-1713.72460907844
"1132",-1713.59152547668
"1133",-1713.59152547668
"1134",-1713.59152547668
"1135",-1713.59152547668
"1136",-1713.59152547668
"1137",-1713.59152547668
"1138",-1713.59152547668
"1139",-1713.56679430191
"1140",-1713.87628221854
"1141",-1713.87628221854
"1142",-1713.87628221854
"1143",-1713.87628221854
"1144",-1713.56938767444
"1145",-1713.56938767444
"1146",-1713.56938767444
"1147",-1713.56938767444
"1148",-1713.56938767444
"1149",-1713.56938767444
"1150",-1713.56938767444
"1151",-1715.78904187413
"1152",-1718.94750426517
"1153",-1716.64336912179
