"","SimStart","SimEnd","ICQueenStrength","ICDroneMiteSurvivorship","ICWorkerMiteSurvivorship","ICForagerLifespan","InitColNectar","InitColPollen"
"1","5/20/1999","6/29/1999",2.86643795762211,28.1252355081961,89.2025029519573,10.2702726405114,2264.50395935681,569.96639710851
